Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12
87,Seafood Delight,Seafood_Delight.jpg,China_One_Express/Seafood_Delight.jpg,87,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$13.50,6813127,,Lunch,Chinese,Seafood,shrimp,lobster,scallops,crab,wine sauce,peas,peppers,baby corn,carrots,,,
88,Sesame Chicken Lunch Special,Sesame_Chicken.jpg,China_One_Express/Sesame_Chicken.jpg,88,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.45,9196149,,Lunch,Chinese,meats,chicken,sauce,rice,sesame,sesame seeds,broccoli,,,,,,
89,Sesame Chicken All Day Combo Dinner,Sesame_Chicken.jpg,China_One_Express/Sesame_Chicken.jpg,89,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$8.75,6818146,,Lunch,Chinese,meats,chicken,sauce,rice,sesame,sesame seeds,broccoli,,,,,,
90,Shrimp Fried Rice,Shrimp_Fried_Rice.jpg,China_One_Express/Shrimp_Fried_Rice.jpg,90,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.95,6812398,,Lunch,Chinese,rice dish,shrimp,fried,rice,green onions,,,,,,,,
91,Shrimp Lo Mein,Shrimp_Lo_Mein.jpg,China_One_Express/Shrimp_Lo_Mein.jpg,91,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.95,6812493,,Lunch,Chinese,pasta,shrimp,noodles,peas,carrots,onions,egg rolls,fried,,,,,
92,Shrimp with Broccoli Lunch Special,Shrimp_with_Broccoli.jpg,China_One_Express/Shrimp_with_Broccoli.jpg,92,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$7.00,9196170,,Lunch,Chinese,meats,shrimp,broccoli,sauce,,,,,,,,,
93,Shrimp with Broccoli All Day Combo Dinner,Shrimp_with_Broccoli.jpg,China_One_Express/Shrimp_with_Broccoli.jpg,93,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$8.75,6818165,,Lunch,Chinese,meats,shrimp,broccoli,sauce,,,,,,,,,
94,Singapore Mei Fun,Singapore_Mei_Fun.jpg,China_One_Express/Singapore_Mei_Fun.jpg,94,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$11.95,6813132,,Lunch,Chinese,pasta,shrimp,beef,noodles,carrots,leeks,,,,,,,
95,Spicy Da Chang Chicken,Spicy_Da_Chang_Chicken.jpg,China_One_Express/Spicy_Da_Chang_Chicken.jpg,95,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$11.25,6813047,,Lunch,Chinese,meats,chicken,fried,sauce,onions,peppers,baby corns,spicy,pineapples,cashews,,,
96,Steamed Chicken and Shrimp Vegetables Lunch Special,Steamed_Chicken_and_Shrimp_Vegetables.jpg,China_One_Express/Steamed_Chicken_and_Shrimp_Vegetables.jpg,96,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$7.00,9196176,,Lunch,Chinese,meats,shrimp,peanuts,peas,carrots,broccoli,cauliflower,chicken,sauce,,,,
97,Steamed Chicken and Shrimp Vegetables ,Steamed_Chicken_and_Shrimp_Vegetables.jpg,China_One_Express/Steamed_Chicken_and_Shrimp_Vegetables.jpg,97,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$10.95,6813166,,Lunch,Chinese,meats,shrimp,peanuts,peas,carrots,broccoli,cauliflower,chicken,sauce,,,,
98,Steamed Chicken and Vegetables ,Steamed_Chicken_and_Vegetables.jpg,China_One_Express/Steamed_Chicken_and_Vegetables.jpg,98,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$9.60,6813161,,Lunch,Chinese,meats,chicken,sauce,rice,carrots,peas,broccoli,,,,,,
99,Steamed Chicken and Vegetables Lunch Special,Steamed_Chicken_and_Vegetables.jpg,China_One_Express/Steamed_Chicken_and_Vegetables.jpg,99,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.45,9196156,,Lunch,Chinese,meats,chicken,sauce,rice,carrots,peas,broccoli,,,,,,
100,Sweet and Sour Chicken Lunch Special,Sweet and Sour Chicken.jpg,China_One_Express/Sweet and Sour Chicken.jpg,100,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.45,9196145,,Lunch,Chinese,meats,peppers,carrots,onions,chicken,sweet and sour,sweet,sauce,fried,,,,
101,Sweet and Sour Chicken,Sweet and Sour Chicken.jpg,China_One_Express/Sweet and Sour Chicken.jpg,101,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$8.75,6818143,,Lunch,Chinese,meats,peppers,carrots,onions,chicken,sweet and sour,sweet,sauce,fried,,,,
102,Teriyaki Chicken,Teriyaki Chicken.jpg,China_One_Express/Teriyaki Chicken.jpg,102,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$7.25,6812219,,Lunch,Chinese,appetizer,teriyaki,sauce,chicken,kabobs,,,,,,,,
103,Bacon_Breakfast_Burrito,Bacon_Breakfast_Burrito.jpg,Crows_Coffee/Bacon_Breakfast_Burrito.jpg,103,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,$6.25,,,Breakfast,"Mexican, Breakfast","Burrito, Breakfast",tortilla,bacon,eggs,cheese,,,,,,,,
104,Blueberry_Scone,Blueberry_Scone.jpg,Crows_Coffee/Blueberry_Scone.jpg,104,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",blueberries,scones,sweet,frosted,,,,,,,,
105,Bourbon_Cherry_Pie,Bourbon_Cherry_Pie.jpg,Crows_Coffee/Bourbon_Cherry_Pie.jpg,105,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",pie,cherries,bourbon,sweet,,,,,,,,
106,Breakfast_Burrito,Breakfast_Burrito.jpg,Crows_Coffee/Breakfast_Burrito.jpg,106,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,$6.25,,,Breakfast,"Mexican, Breakfast","Burrito, Breakfast",tortilla,cheese,eggs,bacon,potatoes,,,,,,,
107,Breakfast_Sandwich,Breakfast_Sandwich.jpg,Crows_Coffee/Breakfast_Sandwich.jpg,107,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,$6.25,,,Breakfast,breakfast,"breakfast, sandwich",english muffins,eggs,bacon,,,,,,,,,
108,Chorizo_Breakfast_Burrito,Chorizo_Breakfast_Burrito.jpg,Crows_Coffee/Chorizo_Breakfast_Burrito.jpg,108,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,$6.25,,,Breakfast,"Mexican, Breakfast","Burrito, Breakfast",tortilla,cheese,chorizo,eggs,,,,,,,,
109,Cinnamon_Roll,Cinnamon_Roll.jpg,Crows_Coffee/Cinnamon_Roll.jpg,109,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",sweet ,cinnamon,rolls,icing,,,,,,,,
110,Crow_Pie,Crow_Pie.jpg,Crows_Coffee/Crow_Pie.jpg,110,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",pie,crow,sweet,,,,,,,,,
111,Gibraltar_Croissant,Gibraltar_Croissant.jpg,Crows_Coffee/Gibraltar_Croissant.jpg,111,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",croissant,bread,,,,,,,,,,
112,Ham_Egg_and_Cheese_Breakfast_Sandwich,Ham_Egg_and_Cheese_Breakfast_Sandwich.jpg,Crows_Coffee/Ham_Egg_and_Cheese_Breakfast_Sandwich.jpg,112,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,$6.25,,,Breakfast,breakfast,"breakfast, sandwich",bread,toast,eggs,ham,cheese,,,,,,,
113,Lemon_Poppyseed_Scone,Lemon_Poppyseed_Scone.jpg,Crows_Coffee/Lemon_Poppyseed_Scone.jpg,113,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",lemon poppyseed,scones,sweet,frosted,,,,,,,,
114,Nutella_Croissant,Nutella_Croissant.jpg,Crows_Coffee/Nutella_Croissant.jpg,114,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",croissant,bread,nutella,sweet,,,,,,,,
115,Quiche,Quiche.jpg,Crows_Coffee/Quiche.jpg,115,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,Breakfast,quiche,eggs,mushrooms,spinach,cheese,,,,,,,
116,Rum_Apple_Pie,Rum_Apple_Pie.jpg,Crows_Coffee/Rum_Apple_Pie.jpg,116,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",pie,apples,sweet,rum,,,,,,,,
117,Smores_Poptart,Smores_Poptart.jpg,Crows_Coffee/Smores_Poptart.jpg,117,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",poptart,smores,chocolate,caramel,sweet,frosting,,,,,,
118,Smores_Poptart,Smores_Poptart1.jpg,Crows_Coffee/Smores_Poptart1.jpg,118,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",poptart,smores,chocolate,caramel,sweet,frosting,,,,,,
119,Strawberry_Poptart,Strawberry_Poptart.jpg,Crows_Coffee/Strawberry_Poptart.jpg,119,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,,Breakfast,Breakfast,"Breakfast, Bakery",poptart,strawberries,sprinkles,frosting,sweet,,,,,,,
120,Bruschetta,Bruschetta.jpg,Cupini_s/Bruschetta.jpg,120,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686633,,Lunch,Italian,"Appetizer, bread",bread,tomatoes,garlic,basil,salt,pepper,olive oil,toast,,,,
121,Bruschetta,bruschetta1.jpg,Cupini_s/bruschetta1.jpg,121,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.99,9686592,,Lunch,Italian,"Appetizer, bread",bread,tomatoes,garlic,basil,salt,pepper,olive oil,toast,,,,
122,Build Your Own (fettucine alfredo chicken),Build_Your_Own_fettucine_alfredo_chicken.jpg,Cupini_s/Build_Your_Own_fettucine_alfredo_chicken.jpg,122,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686633,,Lunch,Italian,pastas,noodles,Fettuccine,alfredo,chicken,sauce,parmesan,,,,,,
123,Build Your Own (gnocchi bolognese),Build_Your_Own_gnocchi_bolognese.jpg,Cupini_s/Build_Your_Own_gnocchi_bolognese.jpg,123,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686633,,Lunch,Italian,pastas,noodles,gnocchi,Bolognese,parmesan,sauce,,,,,,,
124,Build Your Own (gnocchi bolognese),Build_Your_Own_gnocchi_bolognese1.jpg,Cupini_s/Build_Your_Own_gnocchi_bolognese1.jpg,124,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686633,,Lunch,Italian,pastas,noodles,gnocchi,Bolognese,parmesan,sauce,,,,,,,
125,Build Your Own (gnocchi pesto chicken),Build_Your_Own_gnocchi_pesto_chicken.jpg,Cupini_s/Build_Your_Own_gnocchi_pesto_chicken.jpg,125,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686633,,Lunch,Italian,pastas,noodles,gnocchi,chicken,pesto,sauce,,,,,,,
126,Build Your Own (linguine alfredo chicken),Build_Your_Own_linguine_alfredo_chicken.jpg,Cupini_s/Build_Your_Own_linguine_alfredo_chicken.jpg,126,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686633,,Lunch,Italian,pastas,noodles,linguine,chicken,alfredo,parmesan,sauce,,,,,,
127,Build Your Own (linguine marinara),Build_Your_Own_linguine_marinara_meatballs.jpg,Cupini_s/Build_Your_Own_linguine_marinara_meatballs.jpg,127,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686633,,Lunch,Italian,pastas,noodles,linguine,chicken,sauce,,,,,,,,
128,Build Your Own (linguine marinara meatballs),Build_Your_Own_linguine_marinara.jpg,Cupini_s/Build_Your_Own_linguine_marinara.jpg,128,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686633,,Lunch,Italian,pastas,noodles,linguine,chicken,sauce,meatballs,beef,,,,,,
129,Build Your Own (mostaccioli marinara meatballs),Build_Your_Own_mostaccioli_marinara_meatballs.jpg,Cupini_s/Build_Your_Own_mostaccioli_marinara_meatballs.jpg,129,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686633,,Lunch,Italian,pastas,noodles,Mostaciolli,beef,sauce,meatballs,,,,,,,
130,Build Your Own (mostaccioli marinara sausage),Build_Your_Own_mostaccioli_marinara_sausage.jpg,Cupini_s/Build_Your_Own_mostaccioli_marinara_sausage.jpg,130,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686633,,Lunch,Italian,pastas,noodles,Mostaciolli,sausage,sauce,pork,,,,,,,
131,Caesar Salad,Caesar_Salad.jpg,Cupini_s/Caesar_Salad.jpg,131,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686606,,Lunch,American,Salad,lettuce,caesar,dressing,chicken,cucumbers,walnut,croutons,,,,,
132,Caesar Salad,Caesar_Salad1.jpg,Cupini_s/Caesar_Salad1.jpg,132,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686606,,Lunch,American,Salad,lettuce,caesar,dressing,chicken,cucumbers,walnut,croutons,,,,,
133,Cannoli,Cannoli.jpg,Cupini_s/Cannoli.jpg,133,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686913,,Dessert,Dessert,"Dessert, bakery",ricotta,pastries,chocolate,chocolate chips,powdered sugar,,,,,,,
134,Cannoli,Cannoli1.jpg,Cupini_s/Cannoli1.jpg,134,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686913,,Dessert,Dessert,"Dessert, bakery",ricotta,pastries,chocolate,chocolate chips,powdered sugar,,,,,,,
135,Cheesy Garlic Bread,Cheesy_Garlic_Bread.jpg,Cupini_s/Cheesy_Garlic_Bread.jpg,135,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$2.99,9686621,,Lunch,Italian,"Bread, appetizer",bread,toasted,garlic,cheese,herbs,,,,,,,
136,Chicken and Prosciutto Tortellini,Chicken_and_Prosciutto_Tortellini.jpg,Cupini_s/Chicken_and_Prosciutto_Tortellini.jpg,136,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686649,,Lunch,Italian,pasta,tortellini,chicken,cheese,herbs,parmesan,marinara,sauce,,,,,
137,Chicken and Prosciutto Tortellini,Chicken_and_Prosciutto_Tortellini1.jpg,Cupini_s/Chicken_and_Prosciutto_Tortellini1.jpg,137,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686649,,Lunch,Italian,pasta,tortellini,chicken,cheese,herbs,parmesan,marinara,sauce,,,,,
138,Chicken and Prosciutto Tortellini,Chicken_and_Prosciutto_Tortellini2.jpg,Cupini_s/Chicken_and_Prosciutto_Tortellini2.jpg,138,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686649,,Lunch,Italian,pasta,tortellini,chicken,cheese,herbs,parmesan,marinara,sauce,,,,,
139,Chicken Panini,Chicken_Panini.jpg,Cupini_s/Chicken_Panini.jpg,139,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686679,,Lunch,Italian,Sandwich,chicken,bread,panini,lemon,peppers,pesto,provolone,lettuce,,,,
140,Chicken Picatta,Chicken_Picatta.jpg,Cupini_s/Chicken_Picatta.jpg,140,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,,,,Lunch,Italian,meats,mushrooms,asparagus,chicken,sauce,lemon,butter,wine sauce,,,,,
141,Garlic Bread,Garlic_Bread.jpg,Cupini_s/Garlic_Bread.jpg,141,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$1.99,9686622,,Lunch,Italian,"Bread, appetizer",bread,garlic,herbs,cheese,,,,,,,,
142,House Salad,House_Salad.jpg,Cupini_s/House_Salad.jpg,142,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$2.99,9686596,,Lunch,American,Salad,lettuce,tomatoes,onions,provolone,dressing,,,,,,,
143,House Salad,House_Salad1.jpg,Cupini_s/House_Salad1.jpg,143,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$2.99,9686596,,Lunch,American,Salad,lettuce,tomatoes,onions,provolone,dressing,,,,,,,
144,Italian Beef Panini,Italian_Beef_Panini.jpg,Cupini_s/Italian_Beef_Panini.jpg,144,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686673,,Lunch ,Italian,Sandwich,Beef,aus jus,pepperoncini,bread,peppers,,,,,,,
145,Italian Beef Panini,Italian_Beef_Panini1.jpg,Cupini_s/Italian_Beef_Panini1.jpg,145,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686673,,Lunch ,Italian,Sandwich,Beef,aus jus,pepperoncini,bread,peppers,,,,,,,
146,Italian Club Panini,Italian_Club_Panini.jpg,Cupini_s/Italian_Club_Panini.jpg,146,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686669,,Lunch ,Italian,Sandwich,turkey,lettuce,tomatoes,bread,bacon,hard boiled eggs,garlic,aioli,,,,
147,Italian White Cream Cake,Italian_White_Cream_Cake.jpg,Cupini_s/Italian_White_Cream_Cake.jpg,147,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686890,,dessert,dessert,dessert,cake,vanilla,icing,cream,,,,,,,,
148,Lasagna,Lasagna1.jpg,Cupini_s/Lasagna1.jpg,148,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,,Lunch,italian,pasta,noodles,cheese,beef,ground beef,parmesan,marinara,cream,sauce,,,,
149,Lasagna,Lasagna2.jpg,Cupini_s/Lasagna2.jpg,149,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,,Lunch,italian,pasta,noodles,cheese,beef,ground beef,parmesan,marinara,cream,sauce,,,,
150,Lasagna,Lasagna3.jpg,Cupini_s/Lasagna3.jpg,150,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,,Lunch,italian,pasta,noodles,cheese,beef,ground beef,parmesan,marinara,cream,sauce,,,,
151,Margherita Pizza,Margherita_Pizza.jpg,Cupini_s/Margherita_Pizza.jpg,151,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.99,9686698,,Lunch,italian,pizza,cheese,herbs,mozzarella,basil,,,,,,,,
152,Meat Ravioli,Meat_Ravioli.jpg,Cupini_s/Meat_Ravioli.jpg,152,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686636,,Lunch,italian,pasta,ravioli,meatballs,sausage,beef,pork,cheese ,marinara,herbs,parmesan,,,
153,Melanzane (Eggplant) Panini,Melanzane_Eggplant_Panini.jpg,Cupini_s/Melanzane_Eggplant_Panini.jpg,153,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686683,,Lunch,italian,sandwich,eggplants,tomatoes,bread,pesto,mozzarella,,,,,,,
154,Melanzane Parmigiana,Melanzane_Parmigiana.jpg,Cupini_s/Melanzane_Parmigiana.jpg,154,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686593,,Lunch,italian,appetizer,breaded,eggplants,fried,cheese,parmesan,marinara,basil,romano,,,,
155,Paesano Pizza (add artichoke),Paesano_Pizza_add_artichoke.jpg,Cupini_s/Paesano_Pizza_add_artichoke.jpg,155,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$11.99,9686713,,Lunch,italian,pizza,basil,sauteed,potatoes,pepperoni,cheese,artichokes,,,,,,
156,Passion Fruit Mousse,Passion_Fruit_Mousse.jpg,Cupini_s/Passion_Fruit_Mousse.jpg,156,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686879,,Dessert,Dessert,Dessert,mousse,cake,raspberries,fruits,lemons,vanilla,sweet,glazed,whipped cream,,,
157,Passion Fruit Mousse,Passion_Fruit_Mousse1.jpg,Cupini_s/Passion_Fruit_Mousse1.jpg,157,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686879,,Dessert,Dessert,Dessert,mousse,cake,raspberries,fruits,lemons,vanilla,sweet,glazed,whipped cream,,,
158,Passion Fruit Mousse,Passion_Fruit_Mousse2.jpg,Cupini_s/Passion_Fruit_Mousse2.jpg,158,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686879,,Dessert,Dessert,Dessert,mousse,cake,raspberries,fruits,lemons,vanilla,sweet,glazed,whipped cream,,,
159,Roman Panini,Roman_Panini.jpg,Cupini_s/Roman_Panini.jpg,159,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.99,9686663,,Lunch,Italian,Sandwich,beef,salami,ham,lettuce,tomatoes,onions,peppers,provolone,garlic,aioli,pepperoncini,
160,Sausage and Fennel Ravioli,Sausage_and_Fennel_Ravioli.jpg,Cupini_s/Sausage_and_Fennel_Ravioli.jpg,160,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686644,,Lunch,italian,pasta,sausage,ravioli,proscuitto,sauce,fennel,herbs,,,,,,
161,Seafood Ravioli,Seafood_Ravioli.jpg,Cupini_s/Seafood_Ravioli.jpg,161,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$10.99,9686650,,Lunch,italian,pasta,seafood,ravioli,marinara,cream,sauce,peppers,artichokes,parmesan,herbs,,,
162,Seafood Ravioli,Seafood_Ravioli1.jpg,Cupini_s/Seafood_Ravioli1.jpg,162,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$10.99,9686650,,Lunch,italian,pasta,seafood,ravioli,marinara,cream,sauce,peppers,artichokes,parmesan,herbs,,,
163,Spinach Salad,Spinach_Salad.jpg,Cupini_s/Spinach_Salad.jpg,163,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686616,,Lunch,American,salad,spinach,beets,oranges,cheese,walnuts,vinaigrette,mustard,,,,,
164,Tiramisu,Tiramisu.jpg,Cupini_s/Tiramisu.jpg,164,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686730,,Dessert,Dessert,Dessert,cake,tiramisu,cream,icing,sweet,cream cheese,vanilla,coffee,,,,
165,Tiramisu,Tiramisu1.jpg,Cupini_s/Tiramisu1.jpg,165,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686730,,Dessert,Dessert,Dessert,cake,tiramisu,cream,icing,sweet,cream cheese,vanilla,coffee,,,,
166,Toasted Meat Ravioli,Toasted_Meat_Ravioli.jpg,Cupini_s/Toasted_Meat_Ravioli.jpg,166,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$6.99,9686590,,Lunch,Italian,"Pasta, appetizer",ravioli,meat,breaded,marinara,sauce,,,,,,,
167,Tomato Salad,Tomato_Salad.jpg,Cupini_s/Tomato_Salad.jpg,167,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686600,,Lunch,Italian,Salad,tomatoes,mozzarella,onions,balsamic,leto,,,,,,,
168,Tomato Salad,Tomato_Salad1.jpg,Cupini_s/Tomato_Salad1.jpg,168,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686600,,Lunch,Italian,Salad,tomatoes,mozzarella,onions,balsamic,leto,,,,,,,
169,White Chocolate Mousse Cake,White_Chocolate_Mousse_Cake.jpg,Cupini_s/White_Chocolate_Mousse_Cake.jpg,169,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686905,,Dessert,Dessert,Dessert,chocolate,mousse,cake,sweet,ganache,whipped cream,,,,,,
170,White Chocolate Mousse Cake,White_Chocolate_Mousse_Cake1.jpg,Cupini_s/White_Chocolate_Mousse_Cake1.jpg,170,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$4.59,9686905,,Dessert,Dessert,Dessert,chocolate,mousse,cake,sweet,ganache,whipped cream,,,,,,
171,Chicken_Gizzards_Full_Order,Chicken_Gizzards_Full_Order.jpg,Go_Chicken_Go/Chicken_Gizzards_Full_Order.jpg,171,"5101 Troost Ave, Kansas City, MO 64110",64110,Go_Chicken_Go,0,8163616680,$7.49,,,Lunch,American,Meats,fried,chicken,bread,sauce,,,,,,,,
172,Chicken_Gizzards_Full_Order,Chicken_Gizzards_Full_Order1.jpg,Go_Chicken_Go/Chicken_Gizzards_Full_Order1.jpg,172,"5101 Troost Ave, Kansas City, MO 64110",64110,Go_Chicken_Go,0,8163616680,$7.49,,,Lunch,American,Meats,fried,chicken,bread,sauce,,,,,,,,
173,Chicken_Livers_and_Gizzards_Half_Order,Chicken_Livers_and_Gizzards_Half_Order.jpg,Go_Chicken_Go/Chicken_Livers_and_Gizzards_Half_Order.jpg,173,"5101 Troost Ave, Kansas City, MO 64110",64110,Go_Chicken_Go,0,8163616680,$4.54,,,Lunch,American,Meats,fried,chicken,bread,sauce,,,,,,,,
174,Chicken_Livers_Full_Order,Chicken_Livers_Full_Order.jpg,Go_Chicken_Go/Chicken_Livers_Full_Order.jpg,174,"5101 Troost Ave, Kansas City, MO 64110",64110,Go_Chicken_Go,0,8163616680,$7.49,,,Lunch,American,Meats,fried,chicken,bread,sauce,,,,,,,,
175,Chicken_Livers_Half_Order,Chicken_Livers_Half_Order.jpg,Go_Chicken_Go/Chicken_Livers_Half_Order.jpg,175,"5101 Troost Ave, Kansas City, MO 64110",64110,Go_Chicken_Go,0,8163616680,$4.54,,,Lunch,American,Meats,fried,chicken,bread,sauce,,,,,,,,
